#type Date UTC      F_10_7       F81      KP
#type=R - Real Data;  type=F - Forec
R 2017/05/05     74.000     77.815      3.000
R 2017/05/06     73.000     77.790      3.000
R 2017/05/07     72.000     77.753      2.000
R 2017/05/08     71.000     77.716      3.000
R 2017/05/09     69.000     77.642      2.000
R 2017/05/10     69.000     77.543      4.000
R 2017/05/11     69.000     77.432      4.000
R 2017/05/12     69.000     77.284      3.000
R 2017/05/13     70.000     77.123      2.000
R 2017/05/14     71.000     76.975      2.000
R 2017/05/15     71.000     76.827      4.000
R 2017/05/16     72.000     76.704      5.000
R 2017/05/17     71.000     76.593      6.000
R 2017/05/18     72.000     76.506      5.000
R 2017/05/19     72.000     76.383      6.000
R 2017/05/20     72.000     76.259      6.000
R 2017/05/21     74.000     76.173      5.000
R 2017/05/22     74.000     76.111      4.000
R 2017/05/23     76.000     76.086      3.000
R 2017/05/24     78.000     76.123      3.000
R 2017/05/25     76.000     76.160      2.000
R 2017/05/26     80.000     76.259      2.000
R 2017/05/27     82.000     76.383      2.000
R 2017/05/28     79.000     76.481      2.000
R 2017/05/29     76.000     76.543      4.000
R 2017/05/30     74.000     76.580      2.000
R 2017/05/31     74.000     76.630      2.000
R 2017/06/01     76.000     76.704      2.000
R 2017/06/02     78.000     76.802      2.000
R 2017/06/03     78.000     76.901      2.000
R 2017/06/04     78.000     77.000      2.000
R 2017/06/05     79.000     77.099      2.000
R 2017/06/06     75.000     77.148      2.000
R 2017/06/07     76.000     77.222      2.000
R 2017/06/08     74.000     77.259      2.000
R 2017/06/09     74.000     77.272      2.000
R 2017/06/10     75.000     77.321      2.000
R 2017/06/11     74.000     77.333      2.000
R 2017/06/12     75.000     77.370      4.000
R 2017/06/13     75.000     77.407      3.000
R 2017/06/14     74.000     77.407      3.000
R 2017/06/15     77.000     77.407      4.000
R 2017/06/16     74.000     77.296      5.000
R 2017/06/17     75.000     77.185      4.000
R 2017/06/18     75.000     77.086      3.000
R 2017/06/19     74.000     76.938      3.000
R 2017/06/20     74.000     76.790      2.000
R 2017/06/21     74.000     76.457      2.000
R 2017/06/22     74.000     75.988      3.000
R 2017/06/23     74.000     75.568      4.000
R 2017/06/24     74.000     75.321      4.000
R 2017/06/25     74.000     75.185      3.000
R 2017/06/26     74.000     75.160      3.000
R 2017/06/27     74.000     75.160      2.000
R 2017/06/28     72.000     75.148      3.000
R 2017/06/29     72.000     75.123      3.000
R 2017/06/30     72.000     75.099      2.000
R 2017/07/01     71.000     75.049      2.000
R 2017/07/02     71.000     75.049      2.000
R 2017/07/03     72.000     75.025      5.000
R 2017/07/04     72.000     75.012      3.000
R 2017/07/05     73.000     75.012      2.000
R 2017/07/06     76.000     75.025      2.000
R 2017/07/07     80.000     75.086      2.000
R 2017/07/08     87.000     75.173      2.000
R 2017/07/09     91.000     75.296      2.000
R 2017/07/10     95.000     75.469      4.000
R 2017/07/11     91.000     75.580      4.000
R 2017/07/12     90.000     75.654      4.000
R 2017/07/13     92.000     75.765      3.000
R 2017/07/14     94.000     75.938      2.000
R 2017/07/15     92.000     76.074      2.000
R 2017/07/16     87.000     76.160      2.000
R 2017/07/17     86.000     76.259      6.000
R 2017/07/18     78.000     76.259      4.000
R 2017/07/19     73.000     76.210      3.000
R 2017/07/20     70.000     76.123      3.000
R 2017/07/21     69.000     76.049      4.000
R 2017/07/22     70.000     75.963      4.000
R 2017/07/23     71.000     75.914      2.000
R 2017/07/24     70.000     75.864      4.000
R 2017/07/25     70.000     75.815      2.000
R 2017/07/26     69.000     75.765      2.000
R 2017/07/27     68.000     75.716      2.000
R 2017/07/28     70.000     75.704      2.000
R 2017/07/29     70.000     75.716      2.000
R 2017/07/30     70.000     75.728      2.000
R 2017/07/31     72.000     75.765      4.000
R 2017/08/01     74.000     75.827      3.000
R 2017/08/02     74.000     75.877      3.000
R 2017/08/03     75.000     75.926      2.000
R 2017/08/04     74.000     75.963      5.000
R 2017/08/05     74.000     75.988      5.000
R 2017/08/06     74.000     76.025      4.000
R 2017/08/07     73.000     76.037      3.000
R 2017/08/08     71.000     76.025      4.000
R 2017/08/09     72.000     76.025      3.000
R 2017/08/10     71.000     75.988      2.000
R 2017/08/11     70.000     75.938      2.000
R 2017/08/12     70.000     75.864      2.000
R 2017/08/13     68.000     75.741      2.000
R 2017/08/14     73.000     75.704      3.000
R 2017/08/15     74.000     75.630      2.000
R 2017/08/16     77.000     75.568      3.000
R 2017/08/17     77.000     75.543      5.000
R 2017/08/18     80.000     75.593      5.000
R 2017/08/19     87.000     75.753      4.000
R 2017/08/20     86.000     75.901      4.000
R 2017/08/21     87.000     76.037      4.000
R 2017/08/22     90.000     76.185      4.000
R 2017/08/23     85.000     76.272      3.000
R 2017/08/24     79.000     76.284      2.000
R 2017/08/25     81.000     76.309      2.000
R 2017/08/26     78.000     76.346      2.000
R 2017/08/27     78.000     76.370      2.000
R 2017/08/28     82.000     76.469      3.000
R 2017/08/29     84.000     76.593      3.000
R 2017/08/30     87.000     76.741      4.000
R 2017/08/31     92.000     76.963      5.000
R 2017/09/01     93.000     77.185      4.000
R 2017/09/02    100.000     77.494      3.000
R 2017/09/03    120.000     78.062      3.000
R 2017/09/04    140.000     78.840      4.000
R 2017/09/05    121.000     79.420      3.000
R 2017/09/06    133.000     80.136      2.000
R 2017/09/07    129.000     80.802      4.000
R 2017/09/08    117.000     81.333      4.000
R 2017/09/09    107.000     81.741      3.000
R 2017/09/10    100.000     82.062      2.000
R 2017/09/11     80.000     82.136      4.000
R 2017/09/12     76.000     82.160      4.000
R 2017/09/13     75.000     82.173      6.000
R 2017/09/14     74.000     82.173      5.000
R 2017/09/15     73.000     82.160      5.000
R 2017/09/16     72.000     82.136      5.000
R 2017/09/17     72.000     82.136      3.000
R 2017/09/18     72.000     82.136      4.000
R 2017/09/19     71.000     82.123      4.000
R 2017/09/20     74.000     82.160      3.000
R 2017/09/21     73.000     82.185      2.000
R 2017/09/22     78.000     82.259      2.000
R 2017/09/23     81.000     82.370      3.000
R 2017/09/24     87.000     82.543      5.000
R 2017/09/25     90.000     82.716      4.000
R 2017/09/26     91.000     82.852      3.000
R 2017/09/27     91.000     82.901      5.000
R 2017/09/28     91.000     82.901      6.000
R 2017/09/29     90.000     82.840      5.000
R 2017/09/30     90.000     82.827      4.000
R 2017/10/01     86.000     82.778      3.000
R 2017/10/02     86.000     82.704      3.000
R 2017/10/03     86.000     82.605      2.000
R 2017/10/04     87.000     82.543      2.000
R 2017/10/05     85.000     82.519      2.000
R 2017/10/06     84.000     82.494      3.000
R 2017/10/07     80.000     82.519      4.000
R 2017/10/08     77.000     82.568      3.000
R 2017/10/09     72.000     82.593      2.000
R 2017/10/10     71.000     82.617      3.000
R 2017/10/11     70.000     82.617      5.000
R 2017/10/12     70.000     82.605      5.000
R 2017/10/13     70.000     82.605      6.000
R 2017/10/14     69.000     82.593      5.000
R 2017/10/15     70.000     82.605      4.000
R 2017/10/16     71.000     82.642      4.000
R 2017/10/17     70.000     82.642      3.000
R 2017/10/18     73.000     82.679      4.000
R 2017/10/19     73.000     82.716      4.000
R 2017/10/20     76.000     82.765      3.000
R 2017/10/21     77.000     82.802      3.000
R 2017/10/22     77.000     82.840      3.000
R 2017/10/23     78.000     82.877      2.000
R 2017/10/24     78.000     82.926      5.000
R 2017/10/25     79.000     82.988      6.000
R 2017/10/26     77.000     83.025      6.000
R 2017/10/27     76.000     83.062      4.000
R 2017/10/28     75.000     83.111      4.000
R 2017/10/29     75.000     83.148      3.000
R 2017/10/30     76.000     83.210      2.000
R 2017/10/31     75.000     83.272      2.000
R 2017/11/01     73.000     83.309      2.000
R 2017/11/02     74.000     83.383      4.000
R 2017/11/03     73.000     83.383      4.000
R 2017/11/04     72.000     83.358      3.000
R 2017/11/05     71.000     83.284      3.000
R 2017/11/06     69.000     83.185      3.000
R 2017/11/07     68.000     83.037      5.000
R 2017/11/08     68.000     82.802      5.000
R 2017/11/09     66.000     82.556      5.000
R 2017/11/10     69.000     82.333      5.000
R 2017/11/11     67.000     82.049      5.000
R 2017/11/12     69.000     81.852      3.000
R 2017/11/13     72.000     81.765      2.000
R 2017/11/14     74.000     81.679      4.000
R 2017/11/15     74.000     81.630      4.000
R 2017/11/16     73.000     81.568      4.000
R 2017/11/17     76.000     81.494      4.000
R 2017/11/18     76.000     81.395      4.000
R 2017/11/19     74.000     81.235      3.000
R 2017/11/20     74.000     81.012      4.000
R 2017/11/21     73.000     80.765      4.000
R 2017/11/22     73.000     80.432      4.000
R 2017/11/23     72.000     79.840      3.000
R 2017/11/24     74.000     79.025      2.000
R 2017/11/25     74.000     78.444      2.000
R 2017/11/26     76.000     77.741      2.000
R 2017/11/27     74.000     77.062      4.000
R 2017/11/28     72.000     76.506      4.000
R 2017/11/29     73.000     76.086      5.000
R 2017/11/30     72.000     75.741      4.000
R 2017/12/01     70.000     75.617      3.000
R 2017/12/02     72.000     75.568      2.000
R 2017/12/03     70.000     75.506      2.000
R 2017/12/04     68.000     75.432      6.000
R 2017/12/05     68.000     75.370      6.000
R 2017/12/06     68.000     75.321      5.000
R 2017/12/07     68.000     75.272      4.000
R 2017/12/08     70.000     75.247      3.000
R 2017/12/09     71.000     75.247      2.000
R 2017/12/10     72.000     75.222      2.000
R 2017/12/11     72.000     75.210      4.000
R 2017/12/12     71.000     75.123      4.000
R 2017/12/13     72.000     75.012      4.000
R 2017/12/14     72.000     74.827      3.000
R 2017/12/15     72.000     74.605      2.000
R 2017/12/16     71.000     74.358      2.000
R 2017/12/17     71.000     74.111      3.000
R 2017/12/18     72.000     73.877      5.000
R 2017/12/19     69.000     73.617      5.000
R 2017/12/20     74.000     73.420      4.000
R 2017/12/21     76.000     73.296      3.000
R 2017/12/22     75.000     73.160      3.000
R 2017/12/23     76.000     73.037      2.000
R 2017/12/24     76.000     72.901      2.000
R 2017/12/25     76.000     72.790      4.000
R 2017/12/26     72.000     72.642      3.000
R 2017/12/27     71.000     72.531      2.000
R 2017/12/28     71.000     72.457      2.000
R 2017/12/29     71.000     72.444      2.000
R 2017/12/30     71.000     72.444      2.000
R 2017/12/31     71.000     72.457      3.000
R 2018/01/01     69.000     72.444      5.000
R 2018/01/02     70.000     72.444      4.000
R 2018/01/03     71.000     72.469      3.000
R 2018/01/04     70.000     72.469      2.000
R 2018/01/05     69.000     72.444      2.000
R 2018/01/06     69.000     72.432      2.000
R 2018/01/07     70.000     72.395      3.000
R 2018/01/08     70.000     72.358      4.000
R 2018/01/09     71.000     72.296      3.000
R 2018/01/10     70.000     72.210      2.000
R 2018/01/11     71.000     72.136      3.000
R 2018/01/12     71.000     72.049      2.000
R 2018/01/13     71.000     71.963      2.000
R 2018/01/14     71.000     71.864      3.000
R 2018/01/15     70.000     71.778      3.000
R 2018/01/16     71.000     71.716      2.000
R 2018/01/17     71.000     71.667      2.000
R 2018/01/18     71.000     71.617      2.000
R 2018/01/19     71.000     71.556      5.000
R 2018/01/20     70.000     71.494      5.000
R 2018/01/21     68.000     71.432      4.000
R 2018/01/22     70.000     71.383      3.000
R 2018/01/23     71.000     71.358      3.000
R 2018/01/24     70.000     71.333      3.000
R 2018/01/25     70.000     71.321      2.000
R 2018/01/26     70.000     71.333      2.000
R 2018/01/27     69.000     71.346      2.000
R 2018/01/28     69.000     71.358      3.000
R 2018/01/29     68.000     71.383      3.000
R 2018/01/30     69.000     71.383      3.000
R 2018/01/31     69.000     71.407      3.000
R 2018/02/01     69.000     71.407      2.000
R 2018/02/02     69.000     71.370      2.000
R 2018/02/03     69.000     71.309      2.000
R 2018/02/04     73.000     71.296      3.000
R 2018/02/05     74.000     71.309      3.000
R 2018/02/06     77.000     71.321      2.000
R 2018/02/07     77.000     71.333      2.000
R 2018/02/08     78.000     71.383      2.000
R 2018/02/09     78.000     71.432      2.000
R 2018/02/10     78.000     71.494      2.000
R 2018/02/11     78.000     71.556      2.000
R 2018/02/12     79.000     71.642      2.000
R 2018/02/13     76.000     71.667      2.000
R 2018/02/14     75.000     71.679      2.000
R 2018/02/15     73.000     71.642      3.000
R 2018/02/16     72.000     71.617      4.000
R 2018/02/17     69.000     71.580      4.000
R 2018/02/18     70.000     71.543      3.000
R 2018/02/19     69.000     71.506      5.000
R 2018/02/20     68.000     71.481      4.000
R 2018/02/21     68.000     71.432      3.000
R 2018/02/22     68.000     71.407      3.000
